class1,class2,domain1,domain2,GT,GT_ratio_order,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,acc_root_majority_wikidata,acc_root_ttest_majority_wikidata,acc_root_ttest_wikidata,acc_root_majority_coqex,acc_root_ttest_coqex,acc_root_ttest_majority_coqex,acc_root_majority_gpt3,acc_root_ttest_gpt3,acc_root_ttest_majority_gpt3,acc_majority_root_majority,acc_majority_root_majority_ttest,acc_majority_root_ttest,acc_supervised_root_maj_ttest,acc_supervised_root_majority,acc_supervised_root_ttest
world heritage site,travel agency,geographical_entity,organization,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
satellite,industrial robot,man-made_object,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
space station,percussion instrument,man-made_object,man-made_object,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
spacecraft,industrial robot,man-made_object,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
submarine,wind turbine,man-made_object,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
airline pilot,scientific paper,occupation,creative_work,-1,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1
airline pilot,technological invention,occupation,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
architect,animation feature film,occupation,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fashion designer,book,occupation,creative_work,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
journalist,technological invention,occupation,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NBA player,video game,occupation,creative_work,-1,2,0,1,,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
physicist,book,occupation,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
police officer,board game,occupation,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
police officer,play,occupation,creative_work,1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
politician,play,occupation,creative_work,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
researcher,board game,occupation,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
actor,volcano,occupation,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
airline pilot,nuclear power plant,occupation,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
architect,national park,occupation,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
architect,zoo,occupation,geographical_entity,1,2,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
astronaut,river,occupation,geographical_entity,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dentist,national park,occupation,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dentist,zoo,occupation,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lawyer,dam,occupation,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lawyer,zoo,occupation,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
politician,city,occupation,geographical_entity,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
researcher,airport,occupation,geographical_entity,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
researcher,zoo,occupation,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
actor,spacecraft,occupation,man-made_object,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
journalist,observatory,occupation,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nurse,merchant ship,occupation,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
physicist,observatory,occupation,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
police officer,helicopter,occupation,man-made_object,1,2,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
police officer,merchant ship,occupation,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
politician,merchant ship,occupation,man-made_object,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
researcher,bicycle,occupation,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
researcher,merchant ship,occupation,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
journalist,school teacher,occupation,occupation,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
airline pilot,cryptocurrency exchange,occupation,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
architect,publisher,occupation,organization,1,2,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
astronaut,hospital,occupation,organization,-1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
astronaut,public library,occupation,organization,-1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
astronaut,travel agency,occupation,organization,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
journalist,tea company,occupation,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lawyer,football club,occupation,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
police officer,publisher,occupation,organization,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
politician,university,occupation,organization,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
researcher,university,occupation,organization,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
school teacher,fast food restaurant,occupation,organization,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
school teacher,hospital,occupation,organization,1,2,1,0,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
school teacher,public library,occupation,organization,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
animation studio,board game,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
animation studio,painting,organization,creative_work,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
conglomerate,religious text,organization,creative_work,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
fast food restaurant,song,organization,creative_work,-1,2,0,,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
hospital,scientific paper,organization,creative_work,-1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
publisher,mobile app,organization,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
travel agency,technological invention,organization,creative_work,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
animation studio,merchant ship,organization,man-made_object,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
coal power plant,wind turbine,organization,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
cryptocurrency exchange,space station,organization,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cryptocurrency exchange,wind turbine,organization,man-made_object,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hospital,observatory,organization,man-made_object,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
public library,observatory,organization,man-made_object,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
publisher,industrial robot,organization,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
tea company,space station,organization,man-made_object,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
coal power plant,public library,organization,organization,-1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
conglomerate,cooperative,organization,organization,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hospital,tea company,organization,organization,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
butterfly,mobile app,species,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
butterfly,religious text,species,creative_work,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
fungus,website,species,creative_work,-1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
insect,animation feature film,species,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
insect,website,species,creative_work,-1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
plant,song,species,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1
tree,national dance,species,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bee,desert,species,geographical_entity,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
fish,desert,species,geographical_entity,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
fish,lake,species,geographical_entity,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
grass,ancient civilization,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
snake,castle,species,geographical_entity,-1,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
tree,nuclear power plant,species,geographical_entity,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
bee,industrial robot,species,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
butterfly,industrial robot,species,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
fungus,satellite,species,man-made_object,1,2,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1
grass,industrial robot,species,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
snake,industrial robot,species,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
spider,submarine,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
amphibian,actor,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
amphibian,architect,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
amphibian,lawyer,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
butterfly,lawyer,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fish,lawyer,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
grass,lawyer,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
phytoplankton,actor,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1
phytoplankton,dentist,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
plant,astronaut,species,occupation,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
snake,architect,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fungus,airline,species,organization,1,2,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1
insect,publisher,species,organization,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
mammal,cooperative,species,organization,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
phytoplankton,cooperative,species,organization,-1,2,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
phytoplankton,fast food restaurant,species,organization,-1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
plant,cryptocurrency exchange,species,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tree,cryptocurrency exchange,species,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bird,insect,species,species,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
insect,fish,species,species,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
snake,plant,species,species,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
animation feature film,technological invention,creative_work,creative_work,1,1,1,1,,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
board game,animation feature film,creative_work,creative_work,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
film,play,creative_work,creative_work,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
patent,scientific paper,creative_work,creative_work,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
video game,animation feature film,creative_work,creative_work,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
video game,play,creative_work,creative_work,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
animation feature film,percussion instrument,creative_work,man-made_object,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
animation feature film,submarine,creative_work,man-made_object,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
film,merchant ship,creative_work,man-made_object,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
film,oil tanker,creative_work,man-made_object,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
mobile app,wind turbine,creative_work,man-made_object,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
national dance,skyscraper,creative_work,man-made_object,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
painting,satellite,creative_work,man-made_object,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
painting,spacecraft,creative_work,man-made_object,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
play,wind turbine,creative_work,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
song,smartphone,creative_work,man-made_object,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
video game,spacecraft,creative_work,man-made_object,1,1,,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
airport,technological invention,geographical_entity,creative_work,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
airport,video game,geographical_entity,creative_work,-1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
castle,play,geographical_entity,creative_work,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
city,technological invention,geographical_entity,creative_work,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
highway,painting,geographical_entity,creative_work,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
nuclear power plant,animation feature film,geographical_entity,creative_work,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
river,patent,geographical_entity,creative_work,-1,1,0,0,,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
volcano,video game,geographical_entity,creative_work,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
city,national park,geographical_entity,geographical_entity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
desert,highway,geographical_entity,geographical_entity,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
island,desert,geographical_entity,geographical_entity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
island,nuclear power plant,geographical_entity,geographical_entity,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
river,zoo,geographical_entity,geographical_entity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
volcano,nuclear power plant,geographical_entity,geographical_entity,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
world heritage site,ancient civilization,geographical_entity,geographical_entity,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
airport,observatory,geographical_entity,man-made_object,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
airport,submarine,geographical_entity,man-made_object,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
city,percussion instrument,geographical_entity,man-made_object,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
highway,formula one circuit,geographical_entity,man-made_object,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
island,formula one circuit,geographical_entity,man-made_object,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
nuclear power plant,skyscraper,geographical_entity,man-made_object,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
world heritage site,formula one circuit,geographical_entity,man-made_object,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
ancient civilization,conglomerate,geographical_entity,organization,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
dam,cryptocurrency exchange,geographical_entity,organization,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dam,tea company,geographical_entity,organization,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
desert,airline,geographical_entity,organization,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
desert,football club,geographical_entity,organization,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nuclear power plant,publisher,geographical_entity,organization,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nuclear power plant,university,geographical_entity,organization,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
zoo,cryptocurrency exchange,geographical_entity,organization,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
zoo,travel agency,geographical_entity,organization,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
observatory,merchant ship,man-made_object,man-made_object,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
oil tanker,wind turbine,man-made_object,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
spacecraft,helicopter,man-made_object,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
spacecraft,percussion instrument,man-made_object,man-made_object,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
submarine,oil tanker,man-made_object,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
submarine,spacecraft,man-made_object,man-made_object,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
wind turbine,skyscraper,man-made_object,man-made_object,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
actor,book,occupation,creative_work,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
airline pilot,play,occupation,creative_work,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
architect,book,occupation,creative_work,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
architect,scientific paper,occupation,creative_work,-1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1
astronaut,animation feature film,occupation,creative_work,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
astronaut,play,occupation,creative_work,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
dentist,painting,occupation,creative_work,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
journalist,mobile app,occupation,creative_work,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
nurse,film,occupation,creative_work,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
police officer,video game,occupation,creative_work,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
politician,book,occupation,creative_work,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
researcher,painting,occupation,creative_work,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
airline pilot,island,occupation,geographical_entity,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
airline pilot,volcano,occupation,geographical_entity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
astronaut,city,occupation,geographical_entity,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
astronaut,zoo,occupation,geographical_entity,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
journalist,airport,occupation,geographical_entity,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
physicist,zoo,occupation,geographical_entity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
researcher,castle,occupation,geographical_entity,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
actor,merchant ship,occupation,man-made_object,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
astronaut,spacecraft,occupation,man-made_object,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
fashion designer,oil tanker,occupation,man-made_object,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
fashion designer,spacecraft,occupation,man-made_object,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
journalist,oil tanker,occupation,man-made_object,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
journalist,skyscraper,occupation,man-made_object,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
lawyer,wind turbine,occupation,man-made_object,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
NBA player,wind turbine,occupation,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
school teacher,smartphone,occupation,man-made_object,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
physicist,nurse,occupation,occupation,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
airline pilot,conglomerate,occupation,organization,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
airline pilot,football club,occupation,organization,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
architect,university,occupation,organization,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
fashion designer,conglomerate,occupation,organization,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
journalist,university,occupation,organization,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
physicist,publisher,occupation,organization,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
police officer,fast food restaurant,occupation,organization,1,1,0,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
politician,hospital,occupation,organization,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
researcher,travel agency,occupation,organization,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
school teacher,cooperative,occupation,organization,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
public library,mobile app,organization,creative_work,-1,1,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
animation studio,oil tanker,organization,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
coal power plant,helicopter,organization,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
conglomerate,merchant ship,organization,man-made_object,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
fast food restaurant,oil tanker,organization,man-made_object,1,1,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
public library,oil tanker,organization,man-made_object,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
public library,spacecraft,organization,man-made_object,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
publisher,wind turbine,organization,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
tea company,merchant ship,organization,man-made_object,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tea company,oil tanker,organization,man-made_object,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
travel agency,industrial robot,organization,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
animation studio,airline,organization,organization,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
bank,cooperative,organization,organization,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
bank,tea company,organization,organization,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
cooperative,travel agency,organization,organization,1,1,0,1,,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1
football club,travel agency,organization,organization,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
hospital,coal power plant,organization,organization,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
publisher,coal power plant,organization,organization,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
university,coal power plant,organization,organization,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
university,cryptocurrency exchange,organization,organization,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
amphibian,film,species,creative_work,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
amphibian,national dance,species,creative_work,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
amphibian,video game,species,creative_work,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
butterfly,technological invention,species,creative_work,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
plant,animation feature film,species,creative_work,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
amphibian,river,species,geographical_entity,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fish,world heritage site,species,geographical_entity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mammal,desert,species,geographical_entity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mammal,river,species,geographical_entity,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
spider,highway,species,geographical_entity,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1
spider,national park,species,geographical_entity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bird,observatory,species,man-made_object,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fish,industrial robot,species,man-made_object,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
