,class1,class2,domain1,domain2,GT,interdomain,weight_majority,prediction_majority,weight,wikidata,coqex,gpt,prob_lesser,prob_greater,pred,acc
3026,butterfly,skyscraper,species,man-made_object,1,True,-0.9473684210526316,-1.0,0.012443093925801896,0.012443093925801896,0.5,-0.5,0.5637781024729256,0.43622189752707446,-1,0
11684,website,smartphone,creative_work,man-made_object,-1,True,1.0,1.0,0.9995276239128998,0.9995276239128998,0.5,0.0010769282124638013,0.2957765958865062,0.7042234041134938,1,0
581,airline pilot,film,occupation,creative_work,-1,True,-1.0,-1.0,-0.9983143263978054,-0.9983143263978054,0.9999582414568648,0.5,0.33812036014174385,0.6618796398582562,1,0
6185,island,desert,geographical_entity,geographical_entity,1,False,1.0,1.0,0.9968819564524936,0.9968819564524936,0.9923915784680846,0.9976468791732485,0.08845871133561845,0.9115412886643816,1,1
2207,bee,astronaut,species,occupation,1,True,-1.0,-1.0,0.5,0.5,0.9999999999842528,1.0,0.11194231061064053,0.8880576893893595,1,1
5705,highway,skyscraper,geographical_entity,man-made_object,-1,True,-0.8947368421052632,-1.0,-0.984095710204812,-0.984095710204812,-0.5,0.9982987189781933,0.40791496543138706,0.592085034568613,1,0
2957,butterfly,mobile app,species,creative_work,-1,True,-0.7894736842105263,-1.0,0.5,0.5,0.5,-0.9981010599629792,0.6408640718634078,0.35913592813659223,-1,1
4463,fashion designer,spacecraft,occupation,man-made_object,1,True,1.0,1.0,0.9984394311732686,0.9984394311732686,-0.02445207806532501,-8.330273549850276e-07,0.36511034728731606,0.6348896527126839,1,1
383,actor,technological invention,occupation,creative_work,1,True,1.0,1.0,0.9995419093735429,0.9995419093735429,0.5,0.5,0.1892519743374732,0.8107480256625268,1,1
7160,mobile app,animation feature film,creative_work,creative_work,1,False,-0.8947368421052632,-1.0,-0.979447702888476,-0.979447702888476,-0.5,0.9981286399814162,0.40735604136971704,0.592643958630283,1,1
683,airline pilot,technological invention,occupation,creative_work,1,True,1.0,1.0,0.9968780048102244,0.9968780048102244,0.9999977672427864,0.9953215984157808,0.0883144159213044,0.9116855840786956,1,1
10493,spacecraft,industrial robot,man-made_object,man-made_object,-1,False,-0.5263157894736843,-1.0,0.9974131994670168,0.9974131994670168,-0.9999051530107546,-0.9976918964424132,0.7690390613492798,0.23096093865072023,-1,1
5027,football club,skyscraper,organization,man-made_object,-1,True,0.7894736842105263,1.0,0.9973276042530281,0.9973276042530281,-0.5,-0.5,0.5791411918620125,0.4208588081379875,-1,1
3122,castle,fast food restaurant,geographical_entity,organization,1,True,0.7368421052631579,1.0,0.4895210787954678,0.4895210787954678,-0.9980392233382029,-0.9838349112761418,0.811574795416356,0.18842520458364395,-1,0
8141,physicist,smartphone,occupation,man-made_object,-1,True,1.0,1.0,0.9987389942806434,0.9987389942806434,0.5,-0.9997819969050936,0.5771880245603351,0.42281197543966487,-1,1
3728,cryptocurrency exchange,mobile app,organization,creative_work,-1,True,-1.0,-1.0,-0.9991399027652696,-0.9991399027652696,0.5,-0.9981349824442283,0.8006405382690429,0.19935946173095712,-1,1
7961,percussion instrument,industrial robot,man-made_object,man-made_object,-1,False,-0.8947368421052632,-1.0,0.5,0.5,-0.9999062461091315,-0.9976882137613494,0.8133652863951676,0.18663471360483241,-1,1
8387,phytoplankton,travel agency,species,organization,-1,True,-1.0,-1.0,-0.9987870892417952,-0.9987870892417952,-0.9779604771923228,0.4760149828654508,0.6306319833465165,0.3693680166534835,-1,1
7283,national dance,website,creative_work,creative_work,-1,False,-1.0,-1.0,-0.9995298718377876,-0.9995298718377876,-0.5,-0.5,0.8021358496020717,0.19786415039792823,-1,1
536,airline pilot,animation studio,occupation,organization,1,True,0.8947368421052632,1.0,0.9955414551999584,0.9955414551999584,0.9999977033404119,0.9989450837448768,0.08802959153010659,0.9119704084698934,1,1
3503,conglomerate,animation feature film,organization,creative_work,-1,True,-1.0,-1.0,-0.980440902192993,-0.980440902192993,-0.9996318983535887,0.5,0.6247298560378856,0.37527014396211444,-1,1
4763,fish,desert,species,geographical_entity,1,True,-0.8947368421052632,-1.0,-0.5,-0.5,0.9986185395697006,0.9998415593654015,0.1781445387248276,0.8218554612751724,1,1
8390,phytoplankton,university,species,organization,-1,True,-1.0,-1.0,-0.9991377328554554,-0.9991377328554554,0.9999999999752536,0.9994183299222288,0.22110763392601362,0.7788923660739864,1,0
7064,mammal,politician,species,occupation,-1,True,-1.0,-1.0,-0.9990363331333729,-0.9990363331333729,-0.5,0.5,0.5553068752468229,0.44469312475317707,-1,1
6020,insect,nuclear power plant,species,geographical_entity,1,True,-0.8421052631578947,-1.0,0.5,0.5,0.9970285782503308,0.9973757923688085,0.11242629588347519,0.8875737041165248,1,1
8339,phytoplankton,public library,species,organization,-1,True,-1.0,-1.0,-0.9920974253590189,-0.9920974253590189,0.5,-0.5,0.6899832113318523,0.3100167886681477,-1,1
2003,bacteria,school teacher,species,occupation,1,True,-1.0,-1.0,0.01965322020050292,0.01965322020050292,-0.9972080886103925,-0.9999999999923364,0.849801479215361,0.15019852078463908,-1,0
3500,coal power plant,wind turbine,organization,man-made_object,-1,True,0.9473684210526316,1.0,0.9952277395227568,0.9952277395227568,-0.5,-0.9837062913141916,0.7088591136013678,0.29114088639863217,-1,1
1685,astronaut,highway,occupation,geographical_entity,-1,True,0.6842105263157895,1.0,-0.5,-0.5,0.5,-0.9995070959896004,0.7543309917052163,0.24566900829478366,-1,1
6581,lake,football club,geographical_entity,organization,1,True,-0.5263157894736843,-1.0,0.5,0.5,0.5,0.9917539806740724,0.14634908609610298,0.853650913903897,1,1
4133,desert,airline,geographical_entity,organization,-1,True,-1.0,-1.0,-0.999665426158918,-0.999665426158918,-0.9882781966248796,-0.9985922917930268,0.9070044596542104,0.09299554034578963,-1,1
10178,snake,conglomerate,species,organization,1,True,-0.5789473684210527,-1.0,0.5,0.5,0.9994404790022007,-0.5,0.42438961563824273,0.5756103843617573,1,1
239,actor,conglomerate,occupation,organization,1,True,1.0,1.0,0.9995402073045394,0.9995402073045394,0.5,-0.5,0.43104637092105047,0.5689536290789495,1,1
6599,lake,merchant ship,geographical_entity,man-made_object,1,True,1.0,1.0,0.5,0.5,-0.5,-0.010613381760339102,0.5030470334122406,0.4969529665877595,-1,0
1283,animation feature film,technological invention,creative_work,creative_work,1,False,1.0,1.0,0.9812171974048557,0.9812171974048557,0.5,0.0,0.29810960214665916,0.7018903978533408,1,1
6167,island,city,geographical_entity,geographical_entity,-1,False,0.9473684210526316,1.0,0.9962004905326748,0.9962004905326748,-0.5,0.0,0.4332046263032505,0.5667953736967495,1,0
8774,police officer,dentist,occupation,occupation,1,False,0.8421052631578947,1.0,0.5,0.5,-0.00038923245325278577,-0.5,0.5721808294604894,0.4278191705395106,-1,0
10625,spider,journalist,species,occupation,-1,True,-0.9473684210526316,-1.0,-0.9990286675878131,-0.9990286675878131,0.5,0.9816162125428788,0.28079805253476,0.71920194746524,1,0
7385,national park,scientific paper,geographical_entity,creative_work,-1,True,0.8421052631578947,1.0,-0.5,-0.5,0.5,-0.9995839496159398,0.7543477585580347,0.24565224144196524,-1,1
7310,national park,book,geographical_entity,creative_work,-1,True,-1.0,-1.0,-0.9834668376089635,-0.9834668376089635,0.5,-0.995086048231244,0.7987070236793744,0.2012929763206256,-1,1
6971,mammal,desert,species,geographical_entity,1,True,-0.631578947368421,-1.0,0.5,0.5,0.9999350984853984,0.9999999993151503,0.11194615374827399,0.888053846251726,1,1
7568,nuclear power plant,wind turbine,geographical_entity,man-made_object,-1,True,0.8947368421052632,1.0,0.9962186399255746,0.9962186399255746,-0.5,-0.9844031132726394,0.7089177654680799,0.29108223453192006,-1,1
5051,football club,travel agency,organization,organization,-1,False,1.0,1.0,0.999780557748146,0.999780557748146,-0.9938499198595717,-0.9846801468285149,0.7654305690554213,0.23456943094457872,-1,1
3287,city,helicopter,geographical_entity,man-made_object,-1,True,1.0,1.0,0.9998659827066241,0.9998659827066241,-0.5,-0.5,0.5788063950212445,0.4211936049787555,-1,1
6914,mammal,animation feature film,species,creative_work,-1,True,-0.736842105263158,-1.0,0.5,0.5,0.9999331744185298,0.9999998628492008,0.111946283653094,0.888053716346906,1,0
3680,cooperative,submarine,organization,man-made_object,1,True,-0.8421052631578947,-1.0,-0.5,-0.5,0.9870348992380151,0.9998623051369232,0.17915335830025736,0.8208466416997426,1,1
8093,physicist,observatory,occupation,man-made_object,1,True,1.0,1.0,0.9986039166460424,0.9986039166460424,0.9998599528683936,0.5,0.1477819514947264,0.8522180485052736,1,1
6161,island,book,geographical_entity,creative_work,-1,True,0.5263157894736842,1.0,-0.5,-0.5,-0.5,-0.9950857224617816,0.8471312380094584,0.15286876199054156,-1,1
5543,grass,tea company,species,organization,1,True,-0.736842105263158,-1.0,0.5,0.5,1.0,0.9999971558378572,0.11194264348014016,0.8880573565198598,1,1
4613,film,helicopter,creative_work,man-made_object,1,True,1.0,1.0,0.9986271591926226,0.9986271591926226,-0.5,-0.005748071376431019,0.4345443167944172,0.5654556832055828,1,1
3536,conglomerate,merchant ship,organization,man-made_object,-1,True,0.631578947368421,1.0,-0.002692698382398495,-0.002692698382398495,-0.9827014583466952,-0.9826760823128797,0.8476257685662216,0.1523742314337784,-1,1
5771,hospital,coal power plant,organization,organization,1,False,1.0,1.0,0.9998055392958729,0.9998055392958729,-0.5,0.999999486511984,0.1903046358356647,0.8096953641643353,1,1
10349,snake,travel agency,species,organization,-1,True,-0.5263157894736843,-1.0,0.5,0.5,-0.9918864348793236,-0.9896381378840027,0.8111917982017448,0.1888082017982552,-1,1
7670,nurse,nuclear power plant,occupation,geographical_entity,1,True,0.8421052631578947,1.0,0.9905470794633848,0.9905470794633848,0.9993416117982608,0.9999937511731867,0.08817890932149586,0.9118210906785041,1,1
6230,island,observatory,geographical_entity,man-made_object,1,True,1.0,1.0,0.9968567568586935,0.9968567568586935,-0.009453167690700703,0.997320486887739,0.14988932997192528,0.8501106700280747,1,1
542,airline pilot,bicycle,occupation,man-made_object,-1,True,1.0,1.0,0.9969439453850354,0.9969439453850354,-0.5,-0.9901962716472787,0.7102423813626435,0.28975761863735655,-1,1
10745,spider,volcano,species,geographical_entity,1,True,-0.5263157894736843,-1.0,0.5,0.5,0.5,0.98536106791645,0.14729186402176175,0.8527081359782382,1,1
836,airport,submarine,geographical_entity,man-made_object,1,True,0.9473684210526316,1.0,0.5,0.5,-0.5,0.5,0.356874963485483,0.643125036514517,1,1
3176,castle,play,geographical_entity,creative_work,1,True,-0.5263157894736843,-1.0,0.9852304321651073,0.9852304321651073,0.5,-0.5,0.43294622563060836,0.5670537743693916,1,1
7109,mammal,submarine,species,man-made_object,1,True,-0.631578947368421,-1.0,0.5,0.5,0.9999175782609839,0.9999999991380222,0.11194719122597352,0.8880528087740265,1,1
6374,journalist,desert,occupation,geographical_entity,1,True,1.0,1.0,0.999167788854856,0.999167788854856,0.9963874179430023,0.9999596123360368,0.08794885473501002,0.91205114526499,1,1
4520,fast food restaurant,formula one circuit,organization,man-made_object,1,True,-1.0,-1.0,-0.4869705529113531,-0.4869705529113531,0.9984650673580072,0.9937314139978481,0.17817894011073399,0.821821059889266,1,1
10250,snake,mobile app,species,creative_work,-1,True,-0.736842105263158,-1.0,0.5,0.5,0.5,-0.9981277943900143,0.6408713158659209,0.359128684134079,-1,1
2765,book,helicopter,creative_work,man-made_object,1,True,1.0,1.0,0.9847432999730178,0.9847432999730178,-0.5,0.9950859148458251,0.1924610584103026,0.8075389415896974,1,1
9728,river,patent,geographical_entity,creative_work,-1,True,1.0,1.0,0.9973145170540463,0.9973145170540463,0.0064445510997919175,-0.4981909781399006,0.5038674579149081,0.4961325420850919,-1,1
11912,zoo,helicopter,geographical_entity,man-made_object,-1,True,0.9473684210526316,1.0,0.9986334643085736,0.9986334643085736,-0.9991000858322459,-0.999999999999807,0.7693191411503171,0.23068085884968298,-1,1
6125,insect,website,species,creative_work,-1,True,-0.9473684210526316,-1.0,0.001992183243009482,0.001992183243009482,-0.5,-0.5,0.7022006772752742,0.2977993227247257,-1,1
5747,highway,zoo,geographical_entity,geographical_entity,-1,False,-0.9473684210526316,-1.0,-0.9898800309910853,-0.9898800309910853,-0.5,0.9994432024298365,0.4083455108445627,0.5916544891554373,1,0
9056,politician,play,occupation,creative_work,1,True,1.0,1.0,0.9990326960673936,0.9990326960673936,0.5,-0.5,0.4311137169061078,0.5688862830938922,1,1
11471,video game,submarine,creative_work,man-made_object,1,True,1.0,1.0,0.9869965684783286,0.9869965684783286,-0.5,0.9977455148018723,0.19178583754855438,0.8082141624514456,1,1
3656,cooperative,religious text,organization,creative_work,1,True,0.5263157894736842,1.0,-0.5,-0.5,0.5,0.9756965796498529,0.23084448359908627,0.7691555164009137,1,1
4679,film,website,creative_work,creative_work,-1,False,1.0,1.0,0.9982396444080734,0.9982396444080734,-0.5,-0.5,0.5790209076159469,0.42097909238405307,-1,1
4412,fashion designer,oil tanker,occupation,man-made_object,1,True,1.0,1.0,0.9985305530386837,0.9985305530386837,-0.014583185700691781,0.9955272350839758,0.15043310739589677,0.8495668926041032,1,1
173,NBA player,video game,occupation,creative_work,-1,True,-1.0,-1.0,-0.5,-0.5,0.9993718699649984,-0.4977454848637252,0.5581560778476743,0.4418439221523257,-1,1
3119,castle,dam,geographical_entity,geographical_entity,1,False,-0.7894736842105263,-1.0,-0.5,-0.5,-0.9952055549964003,-0.5,0.8060235554156013,0.1939764445843987,-1,0
6812,lawyer,patent,occupation,creative_work,1,True,1.0,1.0,0.9850288918615993,0.9850288918615993,0.9975731319498532,0.0,0.23962246884035387,0.7603775311596461,1,1
1346,animation studio,oil tanker,organization,man-made_object,-1,True,0.6842105263157895,1.0,0.9764942253116844,0.9764942253116844,-0.5,-0.999999973246259,0.7148725852665379,0.2851274147334622,-1,1
4805,fish,lawyer,species,occupation,-1,True,-1.0,-1.0,-0.985010489187732,-0.985010489187732,-0.9998918479399508,-0.9970717720651379,0.9067678476022394,0.09323215239776063,-1,1
9995,school teacher,smartphone,occupation,man-made_object,-1,True,0.9473684210526316,1.0,0.9801501937991358,0.9801501937991358,0.5,-0.999777611257483,0.5796393975823009,0.42036060241769907,-1,1
1292,animation studio,airline,organization,organization,-1,False,-0.9473684210526316,-1.0,-0.9991490063136583,-0.9991490063136583,0.5,-0.9889860617096966,0.7989165502108848,0.20108344978911524,-1,1
4865,fish,publisher,species,organization,1,True,-1.0,-1.0,-0.9989836345796632,-0.9989836345796632,0.5,0.9994942816311487,0.2765622521269122,0.7234377478730878,1,1
10124,snake,airline pilot,species,occupation,-1,True,-0.8947368421052632,-1.0,-0.9942416404441323,-0.9942416404441323,-0.9999976010299751,-0.9970912792925314,0.9071964824024618,0.09280351759753823,-1,1
9179,public library,oil tanker,organization,man-made_object,1,True,1.0,1.0,0.9920915421491644,0.9920915421491644,-0.007449502588113777,0.5,0.2407463338814243,0.7592536661185757,1,1
10286,snake,plant,species,species,-1,False,-0.5263157894736843,-1.0,-0.5,-0.5,-0.99991362952241,-0.5,0.8064616293594807,0.19353837064051924,-1,1
1352,animation studio,patent,organization,creative_work,-1,True,0.6842105263157895,1.0,-0.5,-0.5,-0.9984341424163539,-0.9982518197205665,0.8821436159941403,0.11785638400585974,-1,1
3758,cryptocurrency exchange,scientific paper,organization,creative_work,-1,True,-0.5789473684210527,-1.0,-0.0009648846539098144,-0.0009648846539098144,0.5,-0.9995841211893778,0.7009701051222006,0.29902989487779946,-1,1
2303,bee,nurse,species,occupation,-1,True,-1.0,-1.0,-0.9956296472545917,-0.9956296472545917,-0.9991676949189436,-0.9999919554276551,0.907505139876982,0.09249486012301798,-1,1
5555,grass,university,species,organization,-1,True,-0.9473684210526316,-1.0,0.001980547723113013,0.001980547723113013,1.0,0.5,0.22918116109237907,0.7708188389076209,1,0
9827,satellite,smartphone,man-made_object,man-made_object,-1,False,1.0,1.0,0.9879606218317737,0.9879606218317737,0.5,-0.9997820173455012,0.5786106148674228,0.4213893851325772,-1,1
11165,tree,nuclear power plant,species,geographical_entity,1,True,-0.8947368421052632,-1.0,0.023700812461509013,0.023700812461509013,0.5,0.9800156083713645,0.1836225105205681,0.8163774894794319,1,1
8267,phytoplankton,formula one circuit,species,man-made_object,1,True,-1.0,-1.0,-0.9890833602468966,-0.9890833602468966,0.9999999999685532,0.9998708542105256,0.2200806975105264,0.7799193024894736,1,1
2360,bee,smartphone,species,man-made_object,-1,True,-1.0,-1.0,0.5,0.5,0.5,-0.999781940218802,0.6413194007742695,0.3586805992257305,-1,1
11204,tree,publisher,species,organization,1,True,-1.0,-1.0,-0.9989937468942349,-0.9989937468942349,0.5,0.5,0.40769036174238726,0.5923096382576127,1,1
3593,conglomerate,technological invention,organization,creative_work,1,True,0.631578947368421,1.0,0.9966331772639501,0.9966331772639501,0.5,0.5,0.1894935756931604,0.8105064243068396,1,1
1040,amphibian,river,species,geographical_entity,-1,True,-1.0,-1.0,-0.9971970515759744,-0.9971970515759744,-0.5,-0.5,0.8019354398366083,0.19806456016339163,-1,1
1508,architect,national park,occupation,geographical_entity,1,True,0.8421052631578947,1.0,0.9973467699744827,0.9973467699744827,0.5,0.5,0.18943428230746484,0.8105657176925352,1,1
9476,researcher,desert,occupation,geographical_entity,1,True,0.736842105263158,1.0,0.5,0.5,0.9974603984814852,0.9878214946914075,0.1135277323250311,0.8864722676749689,1,1
3344,city,scientific paper,geographical_entity,creative_work,-1,True,1.0,1.0,-0.00012538841872777873,-0.00012538841872777873,0.5,-0.9995737209985613,0.7008723178723086,0.2991276821276913,-1,1
4631,film,oil tanker,creative_work,man-made_object,1,True,1.0,1.0,0.9986276610616598,0.9986276610616598,-0.5,0.9992773760138738,0.19053394169761562,0.8094660583023844,1,1
6944,mammal,butterfly,species,species,-1,False,0.5789473684210527,1.0,-0.5,-0.5,-0.5,-0.4922209843890738,0.7540362541912886,0.24596374580871136,-1,1
8579,plant,public library,species,organization,1,True,-0.9473684210526316,-1.0,0.008101961720772599,0.008101961720772599,0.9998596851526613,-0.5,0.49028238606553953,0.5097176139344605,1,1
4325,fashion designer,bicycle,occupation,man-made_object,-1,True,1.0,1.0,0.998556279406988,0.998556279406988,-0.5,-0.9901964687036731,0.7100628594216865,0.2899371405783135,-1,1
11531,volcano,desert,geographical_entity,geographical_entity,1,False,0.7368421052631579,1.0,-0.009150447946973617,-0.009150447946973617,0.9991923154535463,0.9855738643524716,0.1445379154144497,0.8554620845855503,1,1
5111,fungus,astronaut,species,occupation,1,True,-0.9473684210526316,-1.0,0.5,0.5,0.99980240827988,0.9999999999986048,0.11195401110432801,0.888045988895672,1,1
6587,lake,helicopter,geographical_entity,man-made_object,1,True,1.0,1.0,0.5,0.5,-0.5,-0.010257679425503485,0.5029423456296058,0.4970576543703942,-1,0
806,airport,public library,geographical_entity,organization,-1,True,0.6842105263157895,1.0,-0.5,-0.5,0.01124229624575962,-0.9844014652640944,0.8014184758536484,0.19858152414635152,-1,1
4592,fast food restaurant,website,organization,creative_work,-1,True,-1.0,-1.0,-0.4995074229488914,-0.4995074229488914,-0.5,-0.5,0.7556816247937597,0.24431837520624028,-1,1
9683,river,formula one circuit,geographical_entity,man-made_object,1,True,1.0,1.0,0.9972475098836275,0.9972475098836275,0.5,0.9938199066226097,0.11557606166734857,0.8844239383326514,1,1
8246,phytoplankton,dam,species,geographical_entity,-1,True,-1.0,-1.0,-0.5,-0.5,-0.9931711014950403,0.9972962370384022,0.4159083123719496,0.5840916876280504,1,0
10871,tea company,skyscraper,organization,man-made_object,-1,True,-1.0,-1.0,-0.9894184737631064,-0.9894184737631064,0.5,-0.9894428344919345,0.7981560598174628,0.20184394018253718,-1,1
6557,lake,coal power plant,geographical_entity,organization,1,True,0.8947368421052632,1.0,0.5,0.5,-0.5,0.9923605636159585,0.23710691753332913,0.7628930824666709,1,1
11708,wind turbine,merchant ship,man-made_object,man-made_object,1,False,-0.7894736842105263,-1.0,-0.5,-0.5,0.5,0.9785032307470932,0.23025831779471584,0.7697416822052842,1,1
7178,mobile app,national dance,creative_work,creative_work,1,False,0.9473684210526316,1.0,0.9994589456407359,0.9994589456407359,-0.5,0.99813256453767,0.1906724782793292,0.8093275217206708,1,1
1697,astronaut,lake,occupation,geographical_entity,-1,True,-1.0,-1.0,-0.5,-0.5,0.5,-0.9927509027661372,0.752854005643446,0.24714599435655402,-1,1
791,airport,oil tanker,geographical_entity,man-made_object,1,True,1.0,1.0,0.5,0.5,-0.5,0.024321742118160516,0.4927653498724256,0.5072346501275744,1,1
6650,lake,smartphone,geographical_entity,man-made_object,-1,True,1.0,1.0,0.5,0.5,0.5,-0.9997819634272298,0.641319407059379,0.35868059294062105,-1,1
10724,spider,submarine,species,man-made_object,1,True,0.5263157894736842,1.0,0.5,0.5,0.5,0.9858551366030356,0.14721882377181295,0.852781176228187,1,1
8894,police officer,video game,occupation,creative_work,1,True,-0.7894736842105263,-1.0,-0.981988256208217,-0.981988256208217,0.9999676259897926,0.008326248055290475,0.4746027396772673,0.5253972603227327,1,1
3791,cryptocurrency exchange,wind turbine,organization,man-made_object,-1,True,-0.736842105263158,-1.0,-0.5,-0.5,-0.5,-0.9844253143731503,0.8454988679933174,0.15450113200668256,-1,1
8417,plant,airline,species,organization,1,True,-0.9473684210526316,-1.0,0.00047496597451779365,0.00047496597451779365,0.9999189224867371,0.5,0.22933363846884747,0.7706663615311525,1,1
10790,submarine,spacecraft,man-made_object,man-made_object,-1,False,0.8421052631578947,1.0,0.9759537590525772,0.9759537590525772,0.012513668426816893,-0.998360600583369,0.6484560559909907,0.35154394400900935,-1,1
4127,dentist,world heritage site,occupation,geographical_entity,1,True,0.9473684210526316,1.0,0.9975106063684767,0.9975106063684767,0.9998977805394242,0.9997235682853916,0.087875379113599,0.912124620886401,1,1
3455,coal power plant,public library,organization,organization,-1,False,-0.5263157894736843,-1.0,-0.9904425918494391,-0.9904425918494391,0.009814057342837024,-0.9880951520349179,0.8410081910816113,0.1589918089183887,-1,1
7229,mobile app,wind turbine,creative_work,man-made_object,1,True,0.8947368421052632,1.0,0.9968146012438486,0.9968146012438486,-0.5,0.997748845948363,0.19096315387285778,0.8090368461271422,1,1
8357,phytoplankton,school teacher,species,occupation,-1,True,-1.0,-1.0,-0.9803467797994971,-0.9803467797994971,-0.9971343302174434,-1.0,0.9067070876606046,0.09329291233939543,-1,1
944,amphibian,film,species,creative_work,-1,True,-1.0,-1.0,-0.9985449697741808,-0.9985449697741808,0.5,-0.9936548242559153,0.7997457697954532,0.20025423020454677,-1,1
6371,journalist,dentist,occupation,occupation,-1,False,1.0,1.0,0.9990466704603871,0.9990466704603871,-0.9974501176971099,-0.9997200724421906,0.7690464545877503,0.23095354541224963,-1,1
10556,spider,board game,species,creative_work,-1,True,0.7368421052631579,1.0,0.9934605027483341,0.9934605027483341,0.5,0.9827420744652524,0.11712759994645283,0.8828724000535472,1,0
851,airport,video game,geographical_entity,creative_work,-1,True,0.5789473684210527,1.0,-0.5,-0.5,-0.5,0.0022545607889123964,0.6313734151654651,0.36862658483453487,-1,1
11729,world heritage site,animation studio,geographical_entity,organization,1,True,-0.9473684210526316,-1.0,-0.9767201611974192,-0.9767201611974192,0.5,0.5,0.4047834073739963,0.5952165926260037,1,1
5708,highway,smartphone,geographical_entity,man-made_object,-1,True,0.631578947368421,1.0,0.983922348977925,0.983922348977925,0.5,-0.9997819873555154,0.579143263516421,0.420856736483579,-1,1
9854,school teacher,ancient civilization,occupation,geographical_entity,1,True,1.0,1.0,0.9801009127676914,0.9801009127676914,0.9972146106225872,1.0,0.08873621854372915,0.9112637814562708,1,1
10583,spider,dam,species,geographical_entity,1,True,-0.8947368421052632,-1.0,-0.5,-0.5,-0.5,0.9806819527108519,0.3511966825182963,0.6488033174817037,1,1
8117,physicist,publisher,occupation,organization,1,True,0.8421052631578947,1.0,0.5,0.5,-0.5,0.5,0.356874963485483,0.643125036514517,1,1
98,NBA player,national park,occupation,geographical_entity,1,True,-0.5789473684210527,-1.0,0.5,0.5,-0.5,0.5,0.356874963485483,0.643125036514517,1,1
2654,bird,video game,species,creative_work,-1,True,-0.8947368421052632,-1.0,-0.9831184378952279,-0.9831184378952279,0.9955098067980905,0.002255290515083219,0.47720019743780917,0.5227998025621908,1,0
5645,highway,formula one circuit,geographical_entity,man-made_object,1,True,-0.736842105263158,-1.0,-0.5,-0.5,0.5,0.9995053384936482,0.22590521255779217,0.7740947874422078,1,1
4220,desert,observatory,geographical_entity,man-made_object,-1,True,-0.6842105263157895,-1.0,0.5,0.5,-0.9996814059629906,-0.9998936442057356,0.813738813449933,0.18626118655006696,-1,1
722,airport,bank,geographical_entity,organization,-1,True,1.0,1.0,0.5,0.5,-0.5,-0.5,0.6429842009369173,0.35701579906308273,-1,1
8978,politician,desert,occupation,geographical_entity,1,True,1.0,1.0,0.9990528325135533,0.9990528325135533,0.5,-0.019768713737802313,0.3009679371214766,0.6990320628785234,1,1
6254,island,religious text,geographical_entity,creative_work,1,True,1.0,1.0,0.9969009357959062,0.9969009357959062,-0.5,0.5,0.2977962564491231,0.7022037435508769,1,1
7079,mammal,river,species,geographical_entity,-1,True,-1.0,-1.0,-0.9972443467084059,-0.9972443467084059,-0.5,-0.5,0.8019395044218146,0.1980604955781854,-1,1
7916,patent,observatory,creative_work,man-made_object,1,True,-0.9473684210526316,-1.0,0.5,0.5,0.9984598362583272,0.9982513911623262,0.11223850044178085,0.8877614995582191,1,1
7859,painting,religious text,creative_work,creative_work,1,False,0.9473684210526316,1.0,0.5,0.5,-0.5,0.5,0.356874963485483,0.643125036514517,1,1
6470,journalist,school teacher,occupation,occupation,-1,False,1.0,1.0,0.9990458663957552,0.9990458663957552,-0.9967503986169928,-1.0,0.7690310399750229,0.23096896002497716,-1,1
9386,religious text,percussion instrument,creative_work,man-made_object,-1,True,0.5263157894736842,1.0,0.9948744886952088,0.9948744886952088,0.5,0.5,0.18963976821663087,0.8103602317833691,1,0
1019,amphibian,play,species,creative_work,-1,True,-0.631578947368421,-1.0,-0.5,-0.5,0.5,-0.5,0.6303641902325214,0.36963580976747856,-1,1
11663,website,industrial robot,creative_work,man-made_object,1,True,1.0,1.0,0.9995298718377876,0.9995298718377876,0.5,0.5,0.18925297369698224,0.8107470263030178,1,1
2423,bird,amphibian,species,species,1,False,-0.736842105263158,-1.0,0.5,0.5,-0.5,0.9987058546839351,0.2357582955792593,0.7642417044207407,1,1
11723,world heritage site,ancient civilization,geographical_entity,geographical_entity,1,False,-0.7894736842105263,-1.0,-0.5,-0.5,0.5,0.5,0.34445256120225687,0.6555474387977431,1,1
9473,researcher,dentist,occupation,occupation,1,False,-0.6842105263157895,-1.0,0.5,0.5,0.9866717874268668,-0.5,0.42624856550562606,0.5737514344943739,1,1
6152,island,bank,geographical_entity,organization,-1,True,1.0,1.0,0.9965741916800426,0.9965741916800426,-0.023309009365367006,-0.00958219995093379,0.36780543496282525,0.6321945650371747,1,0
6746,lawyer,dam,occupation,geographical_entity,1,True,0.5263157894736843,1.0,0.5,0.5,0.9998581921924437,0.9971671915916562,0.11228270000335949,0.8877172999966405,1,1
10712,spider,smartphone,species,man-made_object,-1,True,0.8947368421052632,1.0,0.9942503758413421,0.9942503758413421,0.5,-0.9997819698517394,0.5777806044747088,0.4222193955252912,-1,1
4898,fish,spacecraft,species,man-made_object,1,True,-0.8947368421052632,-1.0,0.5,0.5,0.997233763232798,0.499482739855665,0.18540483686330522,0.8145951631366948,1,1
1496,architect,lake,occupation,geographical_entity,-1,True,-0.5789473684210527,-1.0,-0.5,-0.5,0.5,-0.5,0.6303641902325214,0.36963580976747856,-1,1
842,airport,technological invention,geographical_entity,creative_work,1,True,1.0,1.0,0.5,0.5,-0.5,0.5,0.356874963485483,0.643125036514517,1,1
